Swedish,English
internutredning,internal investigation
fullvuxna,fully grown
baddare,whopper
katrin,Catherine
bidragsgivare,contributor
rygseck,backpack
medförde,entailed
passningen,the fit
fo,fo
bogdan,the bog
montmirail,montmirail
drömvärld,dream world
sick,sick
marknadsföringen,the marketing
blackburn,blackburn
fifflade,fiddled with
arbetsgruppen,the working group
landningsstället,the landing site
spelplanen,the game plan
gotland,Gotland
sjuor,sevens
vareviga,which ones
utåtriktad,outgoing
vildhund,wild dog
besynnerliga,outlandish
stenkast,stone throw
kofångaren,the bumper
återfödd,reborn
christensen,Christensen
terroristcell,terrorist cell
dansör,Dancer
mantis,praying mantis
blandband,mixed tape
uppgår,amount to
aguirre,Aguirre
12-åring,12 year old
mig-,me-
niska,neck
byggarna,the builders
tonåringen,the teenager
jå,yes
pråm,pram
tourettes,tourette's
chaos,chaos
friman,freeman
zapp,zap
oviss,uncertain
curie,curie
håkon,Håkon
antastad,defiled
busschaufför,bus driver
kontorstid,office hours
abonnemang,subscription
läras,be learned
rökridå,smoke screen
häktning,arrest
future,future
optimala,optimal
jediriddarna,the jedi knights
orimliga,unreasonable
sengångare,sloth
knopp,bud
förvisades,was banished
egenskapen,the property
minnesförlusten,the memory loss
inkvartering,accommodation
flexibla,flexible
ärkeängel,archangel
kyparn,the waiter
dugliga,capable
maz,maz
bordsskick,table condition
marci,marci
inkorrekt,incorrect
eik,oak
herrejäklar,god damn it
nano,nano
republikansk,republican
skottkärra,wheelbarrow
gladiatorerna,the gladiators
missen,the miss
baronerna,the barons
bangården,the railway yard
grinar,grinning
dossiern,the dossier
sad,sat
hindren,the obstacles
ocho,ouch
urinera,micturate
tonårstjejer,teenage girls
armeniska,Armenian
golan,the golan
telefonkatalog,telephone directory
umbrella,umbrella
filur,filer
skummet,the foam
tolkningen,the interpretation
mammuten,the mammoth
överheten,the authority
mcpherson,McPherson
antecknat,recorded
spådomar,predictions
inneburit,implied
tillämpas,apply
västbanken,the west bank
wide,wide
lagos,Lagos
vedervärdiga,respectable
generalsekreterare,general secretary
tonfisken,the tuna
soppatorsk,soup bowl
sexhundra,six hundred
behoven,the needs
gavilan,the gavilan
kväkare,Quaker
kuverten,the envelopes
översyn,review
motionerar,exercising
jolie,jolie
äganderätt,ownership
guddotter,goddaughter
definitiv,definitive
bortgångne,deceased
polcirkeln,the polar circle
prompt,prompt
limmade,glued
kung-fu,kung fu
anslagen,the grants
inredningsarkitekt,interior designer
marsianerna,the Martians
ihärdighet,perseverance
skruvstäd,vise
rytande,roaring
nödlandning,forced landing
cavendish,cavendish
vänligaste,friendliest
förlikningen,the settlement
parkeringsplatser,parking spaces
translate,translate
motstår,resists
makedonien,Macedonia
vattenverket,the waterworks
weird,weird
spelberoende,gambling addiction
samlarobjekt,collector's item
medverkat,participated
walther,Walther
kosmiskt,cosmic
americano,americano
skutt,hop
parson,Parson
tillfällena,the occasions
flaggskepp,flagship
afrodisiakum,aphrodisiac
konfetti,confetti
avskräcker,discourages
familjemöte,family meeting
lömskt,insidious
badger,badger
cornflakes,cornflakes
hopewell,hopewell
reeve,reeve
stagg,stag
delegaterna,the delegates
noni,Noni
dygden,the virtue
elitstyrka,elite force
servering,serving
kush,kush
kortvarigt,briefly
kardashian,kardashian
defibrillator,defibrillator
frankies,Frankies
bildäck,car deck
vienna,Vienna
samira,Samira
svårighet,difficulty
post-it,post it
libre,libre
föreskrifter,regulations
norwich,Norwich
ballat,ballad
vildare,wilder
blöjorna,the diapers
gasbinda,gauze bandage
nioåring,nine year old
woodman,woodman
förälskat,in love
close,close
kovach,kovach
stadsborna,the townspeople
jamar,wails
peppe,pepper
gregorian,gregorian
tiotiden,ten o'clock
hemgjorda,homemade
dramatiken,the drama
blomkål,cauliflower
edwardes,edward's
bortanför,beyond
magma,magma
pocahontas,pocahontas
hustak,housetop
konfederationen,the confederation
blackpool,blackpool
rigby,rigby
turpin,turpin
skyddsväst,protective vest
helo,Hello
samariten,the Samaritan
specialförband,special dressing
naseri,Nazirite
lokaltidningen,the local newspaper
lyse,bright
sydafrikas,South Africa's
natti-natti,night-night
proffsig,professional
häftapparat,stapler
frihetskämpar,freedom fighters
glansen,the shine
protestanter,Protestants
frimärkena,the stamps
gammalmodigt,old fashioned
vänstrar,lefts
orgel,organ
maleficent,maleficent
milhouse,milhouse
vickar,wiggling
varus,ware
privatperson,private person
declans,declension
manad,urged
armhålan,armpit
puckla,hump
forskningsprojekt,research project
åriga,years old
modifierat,modified
vikarierar,substitutes
orealistiskt,unrealistic
dockteater,puppetry
subjektivt,subjectively
klaras,managed
kännerjag,i know
rastgården,the rest yard
blackwater,blackwater
värken,ache
shahen,the shah
skottarna,the Scots
neils,neils
alone,alone
förblindade,blinded
gördel,girdle
guldgruvan,the gold mine
saliven,the saliva
inbyggt,built in
herrelösa,strays
synkning,syncing
solförmörkelse,solar eclipse
stönande,moaning
daniel-san,daniel-san
solsting,sunstroke
martti,March
bemästrar,masters
byggbranschen,the construction industry
uppretad,enraged
skålade,toasted
alldagliga,everyday
behöverjag,i need
obarmhärtigt,mercilessly
colombo,colombo
coliseum,coliseum
juicy,juicy
sportfåne,sports fan
bugs,bugs
prestanda,performance
pungkulorna,the balls of the scrotum
women,women
blodproven,the blood samples
upprorisk,rebellious
undersöktes,was investigated
cctv,cctv
hypotetiska,hypothetical
pianisten,the pianist
optimal,optimal
dahmer,dahmer
marthas,Martha's
messer,fairs
skuttar,shooters
vinkling,slant
mcneil,mcneil
armstrongs,armstrongs
neon,neon
romarnas,of the Romans
heltäckande,comprehensive
hungrigare,hungrier
skrumplever,cirrhosis of the liver
dang,dang
orwell,orwell
inloggad,logged in
loppmarknaden,the flea market
skyhögt,sky high
tarek,Tarek
felfria,flawless
avskärma,screen off
uppträdanden,performances
utdraget,the extract
saturday,saturday
fords,ford
obehindrat,unhindered
borttappade,lost
sav,sap
inträdet,the entry
kokas,is cooked
utkämpades,was fought
duster,duster
eyeliner,eyeliner
förslagen,the proposals
berättigar,entitles
skärva,fragment
solaris,solaris
kamomill,chamomile
affärspartners,business partners
simulerade,simulated
esquire,esquire
gull,gold
klimatförändringarna,climate change
agustín,agustín
föräldramöte,parent meeting
grunts,grunt
korpar,ravens
hektor,hector
sändebudet,the messenger
valår,election year
förbudstiden,the prohibition period
behändigt,handy
maska,mesh
silverkulor,silver bullets
kontrolltornet,the control tower
fraktas,shipped
anekdot,anecdote
ansiktsbehandling,facial
pansarbrytande,armor piercing
mumier,mummies
kima,chime
håvard,havard
blades,blades
förlamningen,the paralysis
tidtabell,schedule
fascineras,fascinated
grönska,greenery
stenbrott,quarry
ungrare,Hungarians
wise,wise
personalchef,personnel manager
beundrarbrev,letter of admiration
jana,jana
nyfunna,new found
spinning,spinning
höjning,increase
årtiondet,the decade
benbrott,fracture
galina,crazy
mimmi,mimi
kaninhålet,the rabbit hole
marilla,Marilla
rasputin,rasputin
skomakaren,the shoemaker
osvald,unselected
bodie,body
codys,codys
calebs,caleb
fritidsaktiviteter,leisure activities
lå,lay
utbölingar,bulges
kugge,cog
janko,Janko
bin-khalid,bin-khalid
catelyn,catelyn
pausar,pauses
utbetalningar,payments
personifierad,personified
gunmar,gunmar
företagsledare,business manager
pekfingret,index finger
skyl,cloud
sar,sar
hopar,heaps
dödslistan,the death list
brasiliens,of Brazil
mejeriprodukter,dairy products
hms,hmm
båtolycka,boat accident
homeros,homer
bananerna,the bananas
kanariefågel,Canary
karossen,the body
äppelmos,apple sauce
stoner,stoner
afis,poster
problematisk,problematic
lundgren,Lundgren
gasell,gazelle
attica,attica
stolpar,poles
slängs,thrown away
won,won
akademi,Academy
frilansar,freelancers
gt,gt
hyrda,rented
sergant,sergeant
segment,segment
iscensätter,stages
hinton,hints
sevilla,Seville
camryn,camryn
amerikanskan,the american
helgdagar,holidays
kryssaren,the cruiser
oxar,oxen
kastrering,castration
thunderbirds,thunderbirds
haleys,haley's
sabotör,saboteur
mores,mores
nödig,needy
trafikljusen,the traffic lights
pontiac,pontiac
döljas,be hidden
scoutledare,scout leader
sjaskigt,shabby
clarkes,clarkes
hitskickad,hit sent
dieu,god
bankvalvet,the bank vault
wilco,wilco
användarna,the users
comic-con,comic con
isländska,Icelandic
skamlig,shameful
bröstsmärtor,chest pains
broderns,brother's
godtagbart,acceptable
packas,packed
melman,middleman
välbehag,comfort
filmmanus,film script
osynlighet,invisibility
omsorgsfullt,carefully
vågspel,dare game
jacket,jacket
renässansen,the renaissance
lamberts,lamberts
canaveral,canaveral
lous,louse
snuva,runny nose
18-åring,18 year old
specialiserat,specialized
stalkar,stalks
simple,simple
ebb,ebb
världsutställningen,world exhibition
återbesök,return visit
twittrar,tweets
förförd,seduced
vos,vos
tänkerjag,i think
konstvärlden,the art world
gungstol,rocking chair
tipp,guess
övervikt,overweight
väntelista,waiting list
raffinerad,refined
monitorerna,the monitors
snickaren,the carpenter
förnödenheterna,the supplies
zigenaren,the gypsy
skottskadan,the gunshot wound
tillhörighet,belonging
förfallen,decayed
bossar,bosses
skymma,obscure
pockets,pockets
juveleraren,the jeweller
dillar,crazy
trion,trio
drop,drip
saturn,Saturn
loft,LOFT
anson,anson
orlov,leave
bitande,biting
barnmat,baby food
retlig,irritable
chattade,chatted
stormarknad,supermarket
angreppen,the attack
oregano,oregano
hölster,holster
chekura,chekura
befriades,was freed
nyckelhålet,the keyhole
muskot,nutmeg
gynnsam,favorable
svid,sting
persisk,Persian
riga,riga
slagskämpar,fighters
klantig,clumsy
tarvligt,awkward
luspank,louse pank
dyrbaraste,most precious
medford,transport
vektor,vector
kittlade,tickled
piazza,piazza
patrask,Patrask
karachi,karachi
välkomstkommittén,the welcoming committee
påklädda,dressed up
fredskåren,the peace corps
specificera,specify
rättstekniker,legal technician
antarjag,i guess
vanhedra,disgrace
tabletten,the tablet
hårspray,hairspray
parets,the couple's
sterilt,sterile
rivs,demolished
löjeväckande,laughable
överglänsa,outshine
rosas,pink
häktningsordern,the arrest warrant
agrestic,aggressive
fräs,mill
trappstegen,the steps
odöd,undead
virvelvind,whirlwind
färdknäpp,travel button
landningsplats,landing
affektionsvärde,sentimental value
mörkhyad,dark skinned
etappen,the stage
koreografin,the choreography
skröna,tall tale
polisstyrka,police force
osunt,unhealthy
robban,the rob
hovmästare,head waiter
tankbil,tank truck
våtservetter,wet wipes
burgund,burgundy
vibbarna,the vibes
wadsworth,wadsworth
knullande,fucking
maru,Maru
nödvärn,emergency protection
rörligt,movable
förordar,advocates
millimeters,millimeters
1200-talet,13th century
proppa,stuff
ineffektiv,ineffective
jamma,jam
täcknamn,screen name
serrano,Serrano
förvaltaren,the trustee
vattnas,watered
slumrade,dozed off
metodisk,methodical
droiderna,the droids
oooh,oooh
mie,my
rosario,rosary
greendales,greendales
goya,Goya
studentföreningen,the student association
westerley,westerley
utväxling,exchange
tilbaka,back
överskrida,exceed
forell,trout
berättigat,justified
mät,measure
fem-sex,five-six
forsythe,forsythe
palestinier,Palestinian
geary,geary
stjärnskeppet,the starship
säkerhetspersonal,security personnel
gills,is allowed
bankiren,the banker
skyltdocka,mannequin
padilla,paddle
tuppence,tuppence
funderare,ponder
suit,suits
släktens,of the family
kimberley,Kimberly
dt,date
blindträff,blind hit
infinner,submits
bibi,baby
orcher,orcs
moya,moya
1920-talet,The 1920s
ibsen,Ibsen
qin,qin
hjärndöda,brain dead
vandaler,vandals
ayla,Ayla
nedåtgående,descending
gästlista,guest list
kortbyxor,shorts
p-plats,parking space
överhettas,overheated
e.kr.,A.D.
gälar,gills
mehmet,Mehmet
höjts,raised
monoliten,the monolith
upplyser,informs
rekryterat,recruited
kyssande,kissing
fynden,the findings
keefer,keefer
kumbaya,kumbaya
ingendera,neither
paradoxen,the paradox
skanner,scanner
förväxlade,confused
femtiden,five o'clock
nattväktarna,the night watchmen
hicke,hiccup
bluetooth,bluetooth
rackarns,rascal's
snöflingor,snowflakes
utskällning,scolding
klämman,the clamp
transponder,transponder
defekter,defects
eldstriden,the firefight
formulerat,formulated
fuji,fuji
transsexuell,transsexual
givmildhet,generosity
försäkrings,insurance
halvnakna,half naked
anpassas,adapted
paraplyer,umbrellas
benådade,pardoned
rekryterad,recruited
sim-kort,sim card
bannion,bannion
lyckträff,fluke
chantal,Chantal
kopplingarna,the connections
tomtenisse,pixie
winthrop,winthrop
tjeckien,Czech Republic
bedrövelse,grief
mänska,human being
tuba,tuba
lei,lei
golare,lighter
hjärnskadad,brain damaged
fulländning,perfection
bialystock,bialystock
förgörs,is destroyed
8th,8th
wallaces,wallace
biljon,trillion
mohamed,mohamed
käck,perky
förkroppsligar,embodies
rubbat,upset
uhura,hooray
halsa,neck
skilsmässoadvokat,divorce attorney
earlofoxford,earlofoxford
stetoskop,stethoscope
lanka,lanka
penthouse,Penthouse
utgångshål,exit hole
stasis,stasis
virge,virgin
cheech,cheech
sjukgymnast,physiotherapist
varfã,where
fettfri,fat free
upplyste,enlightened
construction,construction
cherbourg,Cherbourg
koreografi,choreography
ostörd,undisturbed
integrera,integrate
webbplatsen,the website
jugoslaviska,Yugoslav
forster,forester
astronomiska,astronomical
fördrev,displaced
rymdfärja,space shuttle
trapp,stairs
västfronten,the western front
hakkors,swastika
cosa,thing
kokos,coconut
hyreskontraktet,the lease
rahls,rahls
energifält,energy field
returnera,return
ns,n.s
mucho,mucho
pulserande,pulsating
usb,usb
inhägnad,enclosure
anselmo,Anselmo
förliga,reconcile
flämtande,panting
prydliga,neat
hoppfullt,hopeful
festligheter,festivities
macklin,maclin
söndagsmorgon,Sunday morning
betydelselöst,insignificant
försumma,neglect
kotletter,chops
framställs,is produced
befogad,justified
kvall,torment
häxas,bewitched
oacceptabla,unacceptable
puckad,pucked
läkemedelsföretag,pharmaceutical company
sussman,sissman
motorolja,engine oil
sture,steer
megafon,megaphone
kringgår,circumvents
konservativt,conservatively
koreanerna,the Koreans
vållat,caused
mica,mica
jay-z,jay-z
mahogny,mahogany
finansiär,financier
karpov,carp
danskt,Danish
pontius,pontius
meier,milk
nga,nga
holografisk,holographic
kaxigt,cocky
amadeus,amadeus
tjänstledig,off duty
snorungen,the string kid
utpressaren,the blackmailer
förhåller,relationship
illamåendet,the nausea
shotgun,shotgun
oövervinnliga,invincible
sputnik,sputnik
sponsrat,sponsored
malkovich,malkovich
sprängmedlet,the explosive
befintliga,existing ones
komik,comedy
fånglägret,the prison camp
stoke,stoke
länkad,linked
droghandel,drug dealing
årlig,annual
konfirmation,confirmation
streep,stripe
takashi,takashi
vicente,vicente
ponken,the point
skitungen,the bastard
gediget,solid
objektivitet,objectivity
åtalat,accused
läte,sound
frikänna,absolve
bringade,brought
jigsaw,jigsaw
televisionen,the television
bangladesh,Bangladesh
zoltan,the zoltan
renen,the reindeer
mance,mance
järnaffären,the hardware store
utbredd,widespread
saab,Saab
vållade,caused
scenarier,scenarios
smaklösa,tasteless
konverterade,converted
stapeln,the stack
kolsyrat,carbonated
ammade,breastfed
upptrappning,escalation
hyenorna,the hyenas
tights,tights
platoniskt,platonic
bekämpas,be fought
knarkande,drug addict
solbrännan,the tan
åkare,rider
salam,salaam
prognoser,forecasts
kärvar,bundles
chuckie,chuckie
spjälsäng,cot
stila,style
mathers,mathers
önskedröm,wishful thinking
poliskonstapel,policeman
ingalunda,by no means
quot,quot
snortar,snoring
sockerbit,sugar cube
ishockey,ice hockey
uträknat,calculated
vg,vg
västarna,the west
iakttagen,observed
vanärar,disgrace
deporteras,deported
handflator,palms
överrumpla,overtake
kastanjer,chestnuts
skruvas,be screwed
csak,only
bogota,bogota
styrsystemet,control system
projektledare,project manager
teatrar,theaters
pundaren,the pounder
östersjön,Baltic Sea
dumas,dumbass
förbrukad,consumed
emilia,Emilia
navigering,navigation
hedras,honored
förfalskar,counterfeits
amina,amina
menelaus,Menelaus
vattendrag,water course
kröken,the bend
finslipa,hone
ögonbrynet,the eyebrow
foo,foo
vandrarhem,hostel
skottläge,shooting mode
återtog,took back
hungrigt,hungry
överintendent,superintendent
cartier,cartier
skittråkigt,shit boring
dumfan,dumbass
starfighter,starfighter
fjället,the mountain
geiger,geiger
makerbot,makerbot
ovänlig,unfriendly
ohyran,the vermin
familjekris,family crisis
socialistiska,socialist
parfymer,perfumery
kärleksbarn,love child
livskvalitet,quality of life
ärorik,glorious
återskapade,recreated
sopbil,garbage truck
kärleksnäste,love nest
tillgodo,credit
lantbrukare,Farmer
osäkrad,unsecured
slavko,slave cow
kompress,compress
urusla,abominable
konsekvensen,the consequence
oanvändbara,unusable
madre,madre
bortifrån,from afar
sändarna,the transmitters
omg,round
brödfödan,the bread food
vaccinerad,vaccinated
splittret,the split
dogville,dog frenzy
gårdarna,the farms
juliana,Juliana
framtill,at the front
coffey,coffee
armory,armory
torsken,the cod
nis,gnome
ghosts,ghosts
svagheten,the weakness
reinhardt,Reinhardt
sojamjölk,soy milk
ekon,echo
besticken,the cutlery
soco,soco
framåtanda,forward thinking
vrakdelar,wreckage
mindhorn,mind horn
streckkod,bar-code
arta,species
hhm,hmm
vägt,weighed
kringresande,itinerant
supersnygg,super handsome
rebellen,the rebel
wal-mart,wal-mart
lobby,lobby
svartskalle,black skull
artificiellt,artificially
inventera,inventory
earls,earls
mccann,mccann
sudden,the blur
sommers,summer
tystnat,silenced
portabel,portable
framtänder,front teeth
panikslagna,panicked
ärligheten,the honesty
homofob,homophobic
g.d.,g.d.
begränsning,limitation
oförlåtliga,unforgivable
continental,continental
ömsesidiga,mutual
ordens,of the order
strålkastarljuset,the spotlight
queeg,queeg
sjukhussäng,hospital bed
exorcismen,the exorcism
neej,no
t.s.,i.e.
guidade,guided
defcon,defcon
ertappas,caught
byggjobbare,construction workers
dens,its
dubbelsäng,double bed
ettjobb,a job
unity,unity
kobol,cobol
offergåva,offering
besökstid,visiting time
vanessas,Vanessa's
bushrod,bushrod
helvild,wild
rinken,the rink
kelley,kelly
vapendragare,weapon bearer
ryckas,jerked
avgifterna,the fees
ogjorda,undone
drunknad,drowned
latinum,Latin
ldioter,Idiots
kommandosoldat,commando
barret,bare
management,management
floppar,flops
barbaren,the barbarian
halshugger,decapitator
malört,wormwood
försäkringspengar,insurance money
rosenblad,rose petals
hemsidor,websites
ignorerad,ignored
snarka,snore
beavis,Beavis
spänningarna,the tensions
jaffe,yup
konnichiwa,konnichiwa
mekanik,mechanics
valdemar,election committees
mosku,Moscow
selby,selby
dribbla,dribble
montrose,montrose
bullrigt,noisy
självförstörelse,self-destruction
snöboll,snowball
ker,ker
arbetsplatser,workplaces
immunsystemet,the immune system
bredden,the width
ankomsttid,time of arrival
nin,nin
albin,albino
smitt,infection
oheliga,unholy
b.a.,b.a.
ortsborna,the locals
hekto,hecto
reka,reka
färgstarka,colorful
dairy,dairy
okontrollerad,uncontrolled
vilddjuret,the beast
konsumenter,consumers
vartsomhelst,anywhere
vapenaffär,arms shop
fastställde,established
vibrerande,vibrant
florentine,Florentine
dåtiden,the past
dicks,dicks
explorer,explorer
warrender,warrants
gerd,Gerd
lä,leeward
absorberas,absorbed
småslantar,pennies
högerhand,right hand
värdefullare,more valuable
boxningsmatch,boxing match
dödsannons,obituary
outhärdliga,unbearable
förläggaren,the publisher
tillbakavägen,the way back
oattraktiv,unattractive
blutbad,bloodbath
najs,nay
förgjorde,destroyed
magsäcken,the stomach
pusselbitarna,the puzzle pieces
slâr,beats
polisstyrkan,the police force
sittplats,SEAT
skällande,barking
fotavtrycken,the footprints
reids,rode
siktats,targeted
glidare,slider
brunchen,the brunch
översvämma,flood
henriette,henriette
hårboll,hairball
påflugen,obtrusive
melly,Melly
ogrundade,unfounded
piña,pineapple
diagnostisera,diagnose
förmögenheter,fortunes
ögonblicks,momentary
proteinet,the protein
vänstrade,left sided
vietnameserna,the Vietnamese
ekonom,economist
hippien,the hippie
naqahdah,naqahdah
sessioner,sessions
villovägar,stray roads
statshemligheter,state secrets
hackspett,woodpecker
guitar,guitar
fabrice,factory
hålorna,the dens
tapas,tapas
tjöt,howled
privatjet,private jet
gråhårig,grizzled
flögs,was flown
fregatt,frigate
tims,hours
nedkyld,chilled
mytologin,the mythology
freaks,freaks
utlyst,announced
anspråkslös,unassuming
personlighetsstörning,personality disorder
födelseattesten,the birth certificate
klaveret,the piano
säljarna,the sellers
chaufförerna,the drivers
landsteg,landing stage
twitch,twitch
colombias,Colombia's
bruket,the mill
noterad,noted
rina-chan,rina-chan
storfot,bigfoot
anaheim,anaheim
strafflindring,penalty relief
motsträvig,recalcitrant
framställt,produced
försvarslinjen,the defensive line
kemikalien,the chemical
sinar,sinar
fittorna,the pussies
köpmannen,the merchant
horacio,horacio
turkar,Turks
hisnande,breathtaking
emigrerade,emigrated
fundersam,pensive
framträdandet,the performance
huligan,the hooligan
sweat,sweat
twa,two
finansiärer,financiers
demi,demi
agents,agents
fergie,fergie
inspektioner,inspections
lundholm,Lundholm
framställde,produced
spiralen,the spiral
tågbiljett,train ticket
ston,mare
snuskgubbe,dirty old man
testamenten,the wills
utbytte,dividend
vaktposter,sentries
fuchs,fuchs
tjusningen,the allure
leaf,leaf
ogiltiga,invalid
omsättning,turnover
koffeinfri,decaffeinated
mastercard,Mastercard
rikast,richest
barley,barley
grundregler,ground rules
roddbåt,rowing boat
överse,overlook
siskel,Sissel
private,private
marylin,marilyn
rännan,the gutter
förlamar,paralyzes
brer,more
rit,rite
navigerar,navigates
konkurrerande,competing
accessoarer,accessories
uppklädda,dressed up
avtalen,the agreements
briljera,show off
strateg,strategist
lenk,link
sensationell,sensational
strålarna,the rays
suis,suis
sommarjobb,summer job
bristerna,the flaws
förstörare,Destroyer
bekämpat,fought
fei,coward
tioårig,ten year old
bureau,bureau
slipar,grinds
xanadu,xanadu
popstjärna,pop star
byggplatsen,the construction site
trångsynta,narrow minded
santino,Santino
savages,savages
tillgivna,affectionate
tillagad,cooked
valens,valence
surratt,buzzed
e-kompaniet,e-company
manövern,the maneuver
instämma,agree
vanärade,disgraced
hjärn,brain
etisk,ethical
smärtlindring,pain relief
näsborrarna,the nostrils
scratch,scratch
befälhavarens,of the master
pans,armour
grundlösa,groundless
civilpersoner,civilians
crush,crush
huvudrätt,main course
troys,troys
teamets,team's
växelspaken,gear lever
medicinman,medicine man
e-posten,the email
obegripliga,incomprehensible
stumpy,stumpy
prästinna,priestess
minal,minal
ahem,ahem
västeuropa,Western Europe
klandras,be blamed
timmons,hours
simón,Simon
cannoli,cannoli
sunnyvale,sunny vale
chronos,chronos
avfärdat,dismissed
underlägg,coaster
turkiskt,Turkish
pepes,pepe
evergreen,evergreen
id-nummer,ID number
vitare,whiter
goth,goth
fascination,fascination
vitingen,the whiting
meal,meal
grimaud,grimace
heathers,heathers
sexgalning,sex maniac
giftgas,poison gas
utrotat,extinct
selene,selenium
utlämnas,be handed over
enar,unifies
beethovens,beethoven's
nödlägen,emergency situations
avstickare,detour
palme,palm tree
imam,imam
noma,not
läten,sounded
telepatiskt,telepathically
skipats,shipped
trojan,trojan
tomter,plots
fördolda,concealed
lângt,far
principfast,principled
muttrar,nuts
närkamp,close combat
landmärke,landmark
walts,waltz
everybody,everybody
were,were
sandford,sand ford
kvarterets,of the neighborhood
dagordning,agenda
hoboken,the hoboken
record,record
farligast,most dangerous
blida,gentle
bä,Baa
erhålla,obtain
snattare,shoplifter
dna-testet,the dna test
butikschef,store manager
skouris,skouris
beresford,beresford
talismanen,the talisman
id-bricka,id tag
kinesiske,Chinese
stroud,Stroud
uppdelat,divided
minnestal,memorial speech
14-åring,14 year old
däckar,tires
delbert,Delbert
dexters,dexter
skummis,marshmallows
indrivare,debt collector
själlös,soulless
delats,shared
smocka,biff
peptalk,pep talk
halvtimmes,half an hour
roosevelts,roosevelt's
mosaik,Mosaic
åtalen,the charges
grundliga,thorough
varaktigt,permanently
bletchley,bletchley
baden,the baths
tiffanys,Tiffany's
ffa,ff
kranar,cranes
önskningen,the desire
eufori,euphoria
käbbla,quibble
hantering,management
fylleri,drunkenness
leticia,Leticia
kammat,the comb
magert,lean
assassins,assassins
efterkälken,lagging behind
trimble,trimble
värv,recruit
kompetenta,competent
sis,Sis
tjuvtitta,sneak peek
säj,say
underhöll,entertained
eino,one
rivmärken,tear marks
mordutredningen,the murder investigation
chadwick,chadwick
skräckens,of horror
conchita,Conchita
smeta,smear
bec,bec
finansministern,the Minister of Finance
bakelse,pastry
hårddiskarna,the hard drives
soldatens,soldier's
ohållbar,untenable
omsynkad,resynced
godbitar,treats
naturkraft,force of nature
utsätt,expose
desertering,desertion
browne,brownie
lasarettet,the infirmary
hejdas,is stopped
lycksökare,adventurer
oanvänd,unused
skådespeleriet,the acting
österrikare,Austrian
huvudtaget,generally
grödorna,the crops
djurplågeri,animal cruelty
cirklarna,the circles
facebook-sida,facebook page
trädkoja,treehouse
lloyds,lloyds
titelmatch,title match
merkurius,mercury
trumpeten,the trumpet
aquino,aquino
armenierna,the Armenians
såpopera,soap opera
montag,monday
uppehållen,suspended
remington,remington
renny,Renny
berättats,told
konkubin,concubine
ökänt,notorious
bojkotta,boycott
björnbär,blackberry
nacka,neck
nedgången,the decline
fördjupa,deepen
lyhörd,responsive
pölen,the puddle
komer,coming
queenie,queenie
medvetslöshet,unconsciousness
uppmärksammat,noticed
pyramidspel,pyramid scheme
temp,temperature
kilot,kilo
ri,ride
moseboken,the book of Moses
räkenskaper,accounts
tånaglarna,the toenails
klichéer,clichés
manér,manner
ärtan,the pea
rusk,debris
brännmärke,brand mark
frälsta,saved
sterner,sterns
ragnars,Ragnar's
dur,major
kortleken,the deck of cards
macchiato,macchiato
samarbetsvilliga,cooperative
förbluffade,stunned
lords,lords
plankor,planks
arvegods,heritage
förstas,first
lunchrasten,the lunch break
bestigit,climbed
cartman,cartman
tommaso,tommaso
mentalsjukdom,mental illness
fråntas,be deprived
skol,school
besannats,proved true
djävligt,devilish
dorado,dorado
fanimig,awesome
tout,all
katetern,the catheter
chelios,chelios
mynta,mint
ricki,ricky
svinarps,pork arps
whoo-hoo,whoo-hoo
förintades,was annihilated
could,could
effektiviteten,the efficiency
fagin,the phage
hertz,hertz
ögonvrån,corner of eye
instruerade,instructed
grejat,the thing
babyns,baby's
tracka,track
esthers,Esther
landmina,land mine
kortsiktigt,short term
oberäkneligt,erratic
valla,wallow
fancy,fancy
vixen,the vixen
ynkryggen,the pity back
hyun-seo,hyun-seo
gurkor,cucumbers
bilskrot,scrap car
doctore,doctor
användaren,the user
vettskrämda,horrified
sinn,mind
churchills,churchills
donationen,the donation
småsten,pebble
knarklangaren,the drug dealer
lucilla,lucilla
tangenter,keys
ronnies,ronnie's
tumultet,the tumult
hookstraten,the hook strat
sciuto,sciuto
personalmöte,staff meeting
kodordet,the password
patienternas,of the patients
utmanad,challenged
chiffre,digit
revolutionera,revolutionize
speedster,speedster
utfärdad,issued
kojak,cabin
semifinal,semifinals
grottmänniska,caveman
basaren,the bazaar
moderlig,motherly
strålas,radiated
stridigheter,disputes
ryt,roar
depot,depot
simuleringar,simulations
förstoring,magnification
lesters,lesters
oswalds,unsold
wahlstedt,Wahlstedt
lnc,lnc
christoph,Christoph
puffy,puffy
tvångssyndrom,obsessive compulsive disorder
uppdragets,of the assignment
fullgöra,fulfill
migrationsverket,the Migration Agency
underrättats,notified
önskvärd,desirable
mole,mole
legendariskt,legendary
düsseldorf,düsseldorf
bioteknik,biotechnology
gossarna,the boys
äktenskapsförordet,the marriage contract
briar,briars
försökspersoner,subjects
maskerar,masks
ärbara,venerable
adderall,adderall
klumpen,the lump
nyckelhål,Keyhole
sitka,sit down
mumla,mumble
torrio,torrio
meereen,meereen
alverna,the elves
genovia,genovia
skitont,shitty
ntsb,ntsb
ape,monkey
objektiva,objective
fernandez,fernandez
växlade,switched
hypoteser,hypotheses
morsekod,morse code
köksmästare,chef
sabel,saber
långtifrån,far away
